studyName,Sample Number,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Species
2,203,0,1,0,167,1,26,51.4,19.0,201.0,3950.0,1,9.43782,-24.36202,0,1
2,409,0,1,0,176,1,31,49.28767688160084,19.44006731633316,208.92121169399687,3950.0,1,9.70465,-24.36202,0,1
0,42,0,1,0,36,1,21,36.0,18.5,186.0,3100.0,1,9.50772,-25.03492,0,0
1,180,0,1,0,107,1,10,46.4,17.8,191.0,3700.0,0,9.37369,-24.52896,0,1
2,447,0,1,0,103,1,48,47.18512134918596,14.521862308794892,212.2930163420192,4727.44180285016,0,10.721022,-26.22848,0,2
2,116,0,2,0,109,1,20,38.6,17.0,188.0,2900.0,1,9.18021,-25.77264,0,0
2,361,0,1,0,184,0,26,50.2,18.768901767828435,200.7560707131373,3792.2254419571086,1,9.4618,-24.70615,2,1
1,291,0,0,0,94,1,38,46.4,15.6,221.0,5000.0,1,8.35078,-26.70783,0,2
0,368,0,1,0,117,1,30,52.70887289355957,20.455893744667595,204.15430734054704,4300.0,1,8.47173,-24.59996,2,1
0,22,0,0,0,5,1,5,35.9,19.2,189.0,3800.0,0,9.22286,-25.03474,0,0
0,46,0,1,0,40,1,7,41.1,19.0,182.0,3425.0,1,7.6322,-27.01854,5,0
2,441,0,0,0,91,1,37,45.598536618669726,14.948842762893811,214.97685525787625,4700.0,0,8.64931,-26.44815,0,2
0,451,0,0,0,69,1,34,45.69421229213352,15.143729983144652,210.9614152808901,5050.0,0,8.63488,-26.89644,0,2
2,137,0,1,0,140,1,16,40.2,20.1,200.0,3975.0,1,8.95998,-26.32601,0,0
1,93,0,1,0,79,1,41,39.6,18.1,186.0,4450.0,1,8.49915,-26.42406,0,0
1,57,0,0,0,31,1,13,40.6,18.8,193.0,3800.0,1,8.56674,-25.98843,0,0
0,154,0,1,0,107,1,33,51.3,19.2,193.0,3650.0,1,9.29078,-24.7557,0,1
0,24,0,0,0,7,1,0,38.8,17.2,180.0,3800.0,1,9.63954,-25.29856,0,0
0,17,0,1,0,183,1,5,42.5,20.7,197.0,4500.0,1,8.67538,-25.13993,0,0
1,66,0,0,0,44,1,42,35.5,16.2,195.0,3350.0,1,8.56192,-25.95541,0,0
2,305,0,0,0,184,1,28,50.8,17.3,228.0,5600.0,1,8.27428,-26.30019,0,2
1,411,0,1,0,118,1,30,55.57734784525882,19.78287291117376,206.9429097039125,3997.145485195626,1,9.70465,-24.66867,0,1
0,31,0,1,0,25,1,45,37.2,18.1,178.0,3900.0,1,8.799865,-25.0102,0,0
1,84,0,1,0,68,1,17,37.3,17.8,191.0,3350.0,0,8.32718,-26.38396,0,0
0,427,0,1,0,159,1,36,49.658670570166734,18.4385086964867,195.5504046842001,4390.826588596666,1,9.36799,-24.64335,0,1
2,126,0,2,0,184,1,26,38.8,17.6,191.0,3275.0,1,8.88098,-25.89741,0,0
1,449,0,0,0,54,1,40,43.91196950125208,13.73204574812188,208.0,4327.99237531302,0,8.37615,-25.32176,0,2
2,357,0,1,0,131,1,35,44.45827601887085,18.141068972237324,201.7262068517512,3400.0,0,9.42666,-24.64162,0,1
1,94,0,1,0,184,1,17,36.2,17.3,187.0,3300.0,0,8.90723,-26.30037,0,0
0,246,0,0,0,78,1,37,44.5,14.3,216.0,4100.0,1,7.96621,-25.69327,0,2
0,353,0,1,0,169,1,26,50.95425406933719,18.84574593066281,204.6011075731984,4100.0,1,9.8059,-24.59066,0,1
2,389,0,1,0,156,1,22,50.92812093906297,17.991393051954653,195.7890929570277,3673.242441308564,0,9.65061,-24.48153,0,1
2,404,0,1,0,156,1,18,49.38219174976903,17.188584466605075,196.74657524930709,3671.518264581408,0,9.26715,-24.7557,0,1
0,239,0,0,0,67,1,34,48.7,15.1,222.0,5350.0,1,10.354383,-25.39587,0,2
2,104,0,0,0,89,1,14,37.9,18.6,193.0,2925.0,0,9.02642,-25.86482,0,0
0,377,0,1,0,174,0,26,46.69428755706021,17.812571674274693,193.0,3799.214270357832,1,9.4618,-24.404,0,1
0,5,0,2,0,65,1,15,39.3,20.6,190.0,3650.0,1,8.66496,-25.29805,2,0
0,45,0,1,0,39,1,15,39.6,18.8,190.0,4600.0,1,9.49106,-24.10255,0,0
1,181,0,1,0,108,1,10,52.8,20.0,205.0,4550.0,1,9.25177,-24.69638,0,1
2,131,0,2,0,131,0,29,43.1,19.2,197.0,3500.0,1,8.799865,-26.1396,0,0
2,393,0,1,0,120,1,36,49.63742954617062,18.94110162306973,199.60734415379824,3795.0918019224778,1,9.63074,-24.84059,0,1
1,287,0,0,0,184,1,46,49.5,16.2,229.0,5800.0,1,8.49854,-26.74809,0,2
0,16,0,2,0,182,1,5,38.7,19.0,195.0,3450.0,0,9.18528,-25.06691,0,0
0,422,0,1,0,128,1,10,51.95285745272464,18.73360349476184,196.96311305264547,3451.844347367726,0,8.799865,-23.89017,0,1
2,430,0,0,0,184,1,48,44.7256266053051,14.094073552638813,217.0,4900.0,0,8.27141,-26.7765,0,2
0,352,0,1,0,175,1,27,46.96336129257867,17.56908494711393,196.0,3513.5496415979505,0,9.36493,-24.31198,0,1
0,3,0,1,0,184,1,15,41.1,17.0,190.0,3800.0,1,7.6322,-27.01854,2,0
0,18,0,2,0,2,1,15,34.4,18.4,184.0,3325.0,0,8.799865,-25.23319,0,0
1,437,0,1,0,54,1,38,45.3,13.75142344384136,208.9715311231728,4248.576556158639,0,8.51951,-26.79053,0,2
1,60,0,0,0,36,1,8,35.7,16.9,185.0,3150.0,0,8.96472,-26.40943,0,0
2,425,0,1,0,129,1,35,51.93822549850001,20.58674674725002,209.5366912387501,4781.982437062504,1,9.45827,-24.35575,0,1
1,268,0,0,0,5,1,23,44.9,13.3,213.0,5100.0,0,8.45167,-26.89644,0,2
0,176,0,1,0,184,0,36,46.7,17.9,195.0,3300.0,0,9.74144,-24.59467,0,1
1,63,0,0,0,39,1,8,41.1,18.2,192.0,4050.0,1,8.62264,-26.60023,0,0
2,110,0,0,0,99,1,6,38.1,16.5,198.0,3825.0,1,8.43951,-26.57563,0,0
1,289,0,0,0,92,1,8,50.7,15.0,223.0,5550.0,1,8.63551,-26.74249,0,2
0,225,0,0,0,51,1,19,46.5,13.5,210.0,4550.0,0,7.9953,-25.32829,0,2
0,29,0,0,0,17,0,0,40.5,18.9,180.0,3950.0,1,8.90027,-25.11609,0,0
2,196,0,1,0,156,1,18,50.9,17.9,196.0,3675.0,0,9.43684,-24.16566,2,1
1,195,0,1,0,135,1,10,45.5,17.0,196.0,3500.0,0,9.36493,-24.66259,0,1
0,26,0,0,0,14,1,5,40.6,18.6,183.0,3550.0,1,8.93997,-25.36288,0,0
0,7,0,2,0,86,0,12,39.2,19.6,195.0,4675.0,1,9.4606,-24.89958,0,0
1,415,0,1,0,129,1,30,50.90911119286212,20.30000743738277,210.72725920475852,4618.185198810353,1,9.27158,-24.69638,0,1
2,108,0,0,0,95,1,24,38.1,17.0,181.0,3175.0,0,9.79532,-25.27385,0,0
0,234,0,0,0,60,1,49,45.8,14.6,210.0,4200.0,0,7.79958,-25.62618,2,2
0,426,0,1,0,122,1,27,47.67187878541967,18.92786464642366,195.55729292847323,4150.0,1,9.98044,-24.38933,0,1
2,118,0,2,0,111,1,28,35.7,17.0,189.0,3350.0,0,8.96436,-23.90309,2,0
2,114,0,0,0,105,1,18,39.6,20.7,191.0,3900.0,0,8.80967,-26.78958,2,0
0,245,0,0,0,75,1,37,46.1,15.1,215.0,5100.0,1,7.83733,-25.42826,0,2
2,148,0,1,0,152,1,18,36.0,17.8,195.0,3450.0,1,8.94332,-25.79189,0,0
0,424,0,1,0,126,0,30,49.2058938511035,18.2096444836239,197.99464195354227,3312.4330244192784,0,9.36668,-24.59467,0,1
2,338,0,1,0,184,0,48,47.2,13.7,214.0,4925.0,0,7.99184,-26.20538,0,2
0,453,0,0,0,54,1,34,46.15466020103939,14.081864080415755,216.7279612062364,4377.266989948031,0,8.14705,-25.32176,0,2
0,157,0,1,0,112,1,25,45.2,17.8,198.0,3950.0,0,8.88942,-24.49433,0,1
0,175,0,1,0,155,0,36,50.6,19.4,193.0,3800.0,1,9.28153,-24.97134,0,1
0,229,0,0,0,55,1,34,46.8,15.4,215.0,5150.0,1,8.1631,-25.38017,0,2
0,407,0,1,0,122,1,26,47.87834951416951,19.192187702204144,197.50446601889269,4108.258899685122,1,9.0233,-24.47142,0,1
2,141,0,1,0,146,1,11,40.6,17.2,187.0,3475.0,1,9.23408,-26.01549,0,0
2,334,0,0,0,54,1,32,46.2,14.1,217.0,4375.0,0,8.30231,-25.96013,0,2
2,311,0,0,0,12,1,32,52.2,17.1,228.0,5400.0,1,8.36701,-25.89834,0,2
0,173,0,1,0,131,1,49,48.5,17.5,191.0,3400.0,1,9.42666,-24.26375,0,1
0,238,0,0,0,66,1,34,46.2,14.5,209.0,4800.0,0,7.84057,-25.37899,0,2
2,109,0,0,0,96,1,24,43.2,19.0,197.0,4775.0,1,9.31735,-25.45171,0,0
2,204,0,1,0,168,1,29,45.7,17.3,193.0,3600.0,0,9.415,-24.805,0,1
2,145,0,1,0,184,1,16,39.0,18.7,185.0,3650.0,1,9.22033,-26.03442,0,0
2,322,0,0,0,28,1,20,47.2,15.5,215.0,4975.0,0,8.30817,-26.21651,0,2
0,152,0,1,0,105,0,21,46.5,17.9,192.0,3500.0,0,9.03935,-24.30229,2,1
2,335,0,0,0,55,1,32,55.1,16.0,230.0,5850.0,1,8.08354,-26.18161,0,2
1,290,0,0,0,93,1,38,47.7,15.0,216.0,4750.0,1,8.53018,-26.72751,0,2
1,83,0,2,0,67,1,43,35.1,19.4,193.0,4200.0,1,8.799865,-26.46254,0,0
0,376,0,1,0,174,0,26,47.03156570797322,17.97262628318929,193.0,3800.0,1,9.74492,-24.404,0,1
0,165,0,1,0,184,1,33,52.0,18.1,201.0,4050.0,1,9.0233,-24.38933,0,1
2,331,0,0,0,49,1,24,49.8,15.9,229.0,5950.0,1,8.29226,-26.21019,0,2
0,386,0,1,0,166,1,35,42.96187945897276,17.31539598196576,187.3079196393152,3353.84899549144,0,8.799865,-24.48403,0,1
1,74,0,2,0,56,1,44,35.5,17.5,190.0,3700.0,0,8.70642,-26.15003,0,0
0,231,0,0,0,57,0,34,49.0,16.1,216.0,5550.0,1,8.10417,-25.50562,0,2
0,416,0,1,0,135,1,10,45.405643583455806,18.71975254209533,188.16930750367425,3525.0,0,9.36493,-24.86594,0,1
2,317,0,0,0,23,1,20,46.9,14.6,222.0,4875.0,0,10.25453,-26.04726,0,2
2,119,0,2,0,112,1,28,41.1,18.6,189.0,3325.0,1,9.32277,-26.09989,0,0
1,255,0,0,0,43,1,8,48.4,16.3,220.0,5400.0,1,8.03659,-26.86127,0,2
1,271,0,0,0,8,1,40,48.5,14.1,220.0,5300.0,1,8.39867,-26.79358,0,2
2,210,0,1,0,174,1,26,50.2,18.8,202.0,3800.0,1,9.74492,-24.404,0,1
2,323,0,0,0,29,1,20,49.1,15.0,228.0,5500.0,1,8.65914,-25.79203,0,2
2,208,0,1,0,172,1,26,45.2,16.6,191.0,3250.0,0,9.62357,-24.78984,2,1
2,211,0,1,0,175,1,26,45.6,19.4,194.0,3525.0,0,9.46985,-24.65786,0,1
1,193,0,1,0,133,1,30,46.2,17.5,187.0,3650.0,0,9.61734,-24.66188,0,1
2,351,0,1,0,126,1,26,47.68960028138667,16.839713984228574,197.82742937539047,3317.6714335961906,0,9.36668,-24.60882,0,1
0,399,0,1,0,107,1,18,51.17279861001125,19.26399305005627,197.36399305005628,3692.049913125704,0,9.37369,-24.57994,0,1
0,36,0,1,0,30,1,15,38.8,20.0,190.0,3950.0,1,9.18985,-25.12255,0,0
2,139,0,1,0,142,1,16,39.7,17.9,193.0,4250.0,1,9.25769,-25.88798,2,0
2,333,0,0,0,53,1,35,51.5,16.3,230.0,5500.0,1,8.78557,-25.76147,0,2
1,360,0,1,0,112,1,31,51.247459959313545,19.03177917514301,201.5720251525742,3950.0,1,8.92069,-25.1455,0,1
1,278,0,0,0,14,1,42,43.2,14.5,208.0,4450.0,0,8.48367,-26.86485,0,2
2,382,0,1,0,131,1,35,49.47790186048961,18.449858445829776,197.50707770851125,3412.464611457444,0,9.32105,-24.64162,0,1
1,59,0,0,0,33,1,13,37.6,19.1,194.0,3750.0,1,9.108,-25.89677,0,0
2,111,0,0,0,184,1,6,45.6,20.3,191.0,4600.0,1,8.799865,-26.32909,0,0
0,253,0,0,0,98,1,49,59.6,17.0,230.0,6050.0,1,7.76843,-25.6821,0,2
2,325,0,0,0,31,1,48,46.8,16.1,215.0,5500.0,1,8.32359,-26.05756,0,2
0,6,0,2,0,85,0,12,38.9,17.8,181.0,3625.0,1,9.18718,-25.21799,0,0
2,329,0,0,0,41,1,47,48.1,15.1,209.0,5500.0,1,8.45738,-26.22664,0,2
2,401,0,1,0,106,0,26,47.7624693289639,18.369837906354856,193.227935162542,3794.3016209364514,1,9.74492,-24.404,2,1
0,158,0,1,0,115,1,36,46.1,18.2,178.0,3250.0,0,8.85664,-24.55644,0,1
2,150,0,1,0,154,1,18,36.0,17.1,187.0,3700.0,0,8.93465,-26.07081,0,0
0,177,0,1,0,163,0,36,52.0,19.0,197.0,4150.0,1,9.36799,-24.47142,0,1
1,184,0,1,0,113,1,30,42.5,16.7,187.0,3350.0,0,8.799865,-24.45195,0,1
0,10,0,2,0,184,1,45,37.8,17.1,186.0,3300.0,1,8.63243,-25.21315,3,0
0,250,0,0,0,87,1,37,47.3,15.3,222.0,5250.0,1,7.6322,-27.01854,0,2
2,103,0,0,0,84,1,14,37.8,20.0,190.0,4250.0,1,9.51929,-25.69199,0,0
1,81,0,2,0,63,1,23,42.9,17.6,196.0,4700.0,1,8.63259,-26.23027,0,0
0,38,0,1,0,32,0,7,37.6,19.3,181.0,3300.0,0,9.41131,-25.04169,0,0
1,286,0,0,0,184,1,46,46.2,14.4,214.0,4650.0,1,8.24253,-26.8154,0,2
0,167,0,1,0,184,1,27,50.5,19.6,201.0,4050.0,1,9.8059,-24.7294,0,1
0,428,0,0,0,79,1,40,50.113610996271575,15.163890037284231,223.1833402237054,5700.0,1,8.2554,-26.69166,0,2
1,265,0,0,0,165,1,38,43.6,13.9,217.0,4900.0,0,8.27141,-26.7765,0,2
2,198,0,1,0,158,1,35,50.1,17.9,190.0,3400.0,0,9.46819,-24.45721,0,1
0,375,0,1,0,184,1,27,49.74067060279056,18.61525147604646,194.9491617465118,3601.270956337205,1,9.35138,-24.6879,0,1
0,244,0,0,0,74,1,37,42.9,13.1,215.0,5000.0,0,7.68528,-25.39181,0,2
2,371,0,1,0,169,1,26,51.77096717995456,18.26032297403181,201.4580656400909,4061.451641002272,1,9.8059,-24.68741,0,1
1,194,0,1,0,134,1,10,50.9,19.1,196.0,3550.0,1,10.02372,-24.86594,0,1
1,89,0,1,0,75,1,44,38.9,18.8,190.0,3600.0,0,8.36936,-26.11199,0,0
0,249,0,0,0,184,1,37,50.0,15.3,220.0,5550.0,1,8.30515,-25.19017,0,2
0,163,0,1,0,120,1,36,51.7,20.3,194.0,3775.0,1,8.68747,-24.38751,0,1
0,222,0,0,0,48,1,34,48.7,14.1,210.0,4450.0,1,8.14705,-25.46172,0,2
2,147,0,1,0,151,1,9,36.6,18.4,184.0,3475.0,0,8.68744,-25.8306,0,0
0,2,0,1,0,42,1,15,40.3,18.0,195.0,3250.0,0,8.36821,-25.33302,0,0
1,92,0,1,0,78,1,41,34.0,17.1,185.0,3400.0,0,8.01485,-26.69543,0,0
0,392,0,1,0,106,0,26,49.73725812467578,18.67146059018772,200.84314531168943,3800.0,1,8.68747,-24.404,0,1
1,69,0,2,0,184,0,4,41.8,19.4,198.0,4450.0,1,8.86853,-26.06209,0,0
2,342,0,0,0,72,1,28,45.2,14.8,212.0,5200.0,1,8.24246,-26.11969,0,2
2,123,0,2,0,118,1,16,41.4,18.5,202.0,3875.0,1,9.59462,-25.42621,2,0
2,364,0,1,0,184,1,35,42.5,17.082534482813127,187.0,3350.0,0,9.56534,-24.48403,0,1
1,96,0,1,0,83,1,44,38.1,18.6,190.0,3700.0,0,8.10277,-26.50086,0,0
2,143,0,1,0,148,1,16,40.7,17.0,190.0,3725.0,1,9.05674,-25.79529,0,0
2,346,0,1,0,105,1,35,50.47377387320103,18.388198242940465,199.88198242940464,3400.0,0,9.46819,-23.89017,0,1
2,336,0,0,0,56,1,48,44.5,15.7,217.0,4875.0,1,8.04111,-26.18444,0,2
1,298,0,0,0,103,1,46,45.2,13.8,215.0,4750.0,0,8.24694,-26.65359,0,2
1,97,0,1,0,84,1,44,40.3,18.5,196.0,4350.0,1,8.39459,-26.01152,0,0
1,280,0,0,0,16,1,38,45.3,13.8,208.0,4200.0,0,8.65015,-26.79053,0,2
1,68,0,2,0,48,0,4,35.9,16.6,190.0,3050.0,0,8.47781,-26.07821,0,0
0,23,0,1,0,6,1,5,38.2,18.1,185.0,3950.0,1,8.43423,-25.22664,0,0
0,37,0,1,0,31,1,15,42.2,18.5,180.0,3550.0,0,8.04787,-25.49523,0,0
2,144,0,1,0,149,1,16,37.3,16.8,192.0,3000.0,0,9.06829,-25.85203,0,0
2,122,0,2,0,117,1,16,40.2,17.0,176.0,3450.0,0,9.30722,-25.61039,0,0
1,183,0,1,0,110,1,30,54.2,20.8,201.0,4300.0,1,9.49283,-24.59996,0,1
2,202,0,1,0,166,1,26,48.1,16.4,199.0,3325.0,0,9.46929,-24.48403,2,1
1,182,0,1,0,109,1,30,40.9,16.6,187.0,3200.0,0,9.08458,-24.54903,0,1
1,67,0,0,0,45,1,42,41.1,19.1,188.0,4100.0,1,8.71078,-25.81012,0,0
0,412,0,1,0,166,1,49,42.5,17.106078240787546,187.0,3350.0,0,9.74144,-24.59467,0,1
1,277,0,0,0,13,1,38,45.5,15.0,220.0,5000.0,1,8.63604,-26.7489,2,2
1,442,0,0,0,43,1,38,48.537371017536806,15.086989681402944,221.9349484070148,5346.747420350736,1,8.14776,-26.86127,0,2
2,320,0,0,0,26,1,28,48.5,15.0,219.0,4850.0,0,8.10231,-26.18763,0,2
1,272,0,0,0,9,1,40,45.1,14.4,210.0,4400.0,0,8.51951,-27.01854,0,2
2,414,0,1,0,180,0,35,49.64664170956939,18.93086825202264,197.59396208220969,3307.4245260276207,0,9.56534,-24.60882,0,1
1,454,0,0,0,184,1,34,47.80702398528001,14.965803966880031,216.29389990800007,5400.0,1,7.96491,-25.39587,0,2
2,125,0,2,0,122,1,20,40.6,19.0,199.0,4000.0,1,9.22537,-25.60826,0,0
2,146,0,1,0,150,1,9,39.2,18.6,190.0,4250.0,1,9.11006,-25.79549,0,0
0,349,0,1,0,118,1,33,52.69226903602696,19.80055221171236,197.0055221171236,3724.86194707191,0,9.37369,-24.52896,0,1
1,274,0,0,0,11,1,40,46.5,14.4,217.0,4900.0,0,8.48789,-26.83006,2,2
0,223,0,0,0,49,1,34,50.0,15.2,218.0,5700.0,1,8.2554,-25.40075,0,2
0,228,0,0,0,54,1,34,43.3,13.4,209.0,4400.0,0,8.13643,-25.32176,0,2
1,86,0,1,0,70,1,44,36.3,19.5,190.0,3800.0,1,8.57087,-26.22227,0,0
0,384,0,1,0,155,1,36,50.88443693552318,18.2,196.0222045541722,3756.111221536424,1,8.63701,-24.25255,0,1
2,219,0,1,0,1,1,26,50.2,18.7,198.0,3775.0,1,9.39305,-24.25255,0,1
2,129,0,2,0,129,1,20,44.1,18.0,210.0,4000.0,1,9.10702,-26.01363,0,0
0,395,0,1,0,125,1,22,45.7,17.032232300453007,194.78511799697995,3644.627949924499,0,8.799865,-24.90024,0,1
1,262,0,0,0,143,1,40,45.3,13.7,210.0,4300.0,0,8.37615,-26.72791,0,2
1,299,0,0,0,104,1,46,45.2,16.4,223.0,5950.0,1,8.19749,-26.65931,0,2
2,397,0,1,0,184,1,33,46.684464093098434,16.692559844835937,188.6148803103281,3650.0,0,9.26715,-24.31912,0,1
2,398,0,1,0,160,1,26,47.07407132027543,18.118208270160665,195.207817400153,3300.0,0,9.56534,-24.59467,2,1
2,324,0,0,0,30,1,48,47.3,13.8,216.0,4725.0,1,8.25818,-26.23886,0,2
1,266,0,0,0,3,0,46,45.5,13.9,210.0,4200.0,0,8.47829,-26.61788,0,2
2,310,0,0,0,11,1,32,47.5,15.0,218.0,4950.0,0,8.29671,-26.08547,0,2
2,112,0,0,0,103,1,14,39.7,17.7,193.0,3200.0,0,9.02657,-26.06203,0,0
1,179,0,1,0,106,0,31,49.5,19.0,200.0,3800.0,1,9.63074,-24.34684,0,1
0,362,0,1,0,154,1,36,44.94890006783952,16.6,190.37408338986623,2862.5916610133736,0,8.85664,-24.54903,0,1
2,381,0,1,0,178,1,33,45.8016768786813,16.953783236963048,194.4453988435565,3650.0,0,9.61734,-24.66188,0,1
1,355,0,1,0,129,1,30,50.49047662275938,18.84523831137969,198.58465728544272,4453.7698592816405,1,9.34089,-24.45189,0,1
2,439,0,0,0,50,1,14,52.09316405074401,17.053549587280003,227.30324380920004,5400.0,1,8.03659,-26.15531,0,2
0,406,0,1,0,134,1,33,45.44892526974224,17.86827041438186,191.9140215793795,3512.768682564439,0,9.32105,-24.86594,0,1
0,233,0,0,0,59,1,37,48.4,14.6,213.0,5850.0,1,7.8208,-25.48025,0,2
2,318,0,0,0,24,1,20,48.4,14.4,203.0,4625.0,0,8.16582,-26.13971,0,2
0,164,0,1,0,121,1,33,47.0,17.3,185.0,3700.0,0,8.72037,-24.80526,0,1
2,136,0,1,0,139,1,16,35.6,17.5,191.0,3175.0,0,8.75984,-25.97696,2,0
2,197,0,1,0,157,1,18,50.8,18.5,201.0,4450.0,1,9.45827,-24.35575,0,1
1,258,0,0,0,101,1,46,44.0,13.6,208.0,4350.0,0,8.01979,-26.68311,0,2
0,232,0,0,0,58,1,37,45.5,13.7,214.0,4650.0,1,7.77672,-25.4168,0,2
2,115,0,0,0,106,1,18,42.7,18.3,196.0,4075.0,1,8.91434,-26.42018,0,0
2,120,0,2,0,115,0,18,36.2,17.2,187.0,3150.0,0,9.04296,-26.19444,0,0
0,224,0,0,0,50,1,19,47.6,14.5,215.0,5400.0,1,8.2345,-25.54456,0,2
0,369,0,1,0,121,1,18,52.36509906806366,19.82392149513831,197.2392149513831,3719.0196262154222,0,9.14382,-24.61867,0,1
2,307,0,0,0,8,1,24,51.3,14.2,218.0,5300.0,1,8.15426,-26.3433,2,2
2,127,0,2,0,127,1,26,41.5,18.3,195.0,4300.0,1,8.52566,-26.0245,0,0
1,285,0,0,0,23,1,40,49.8,16.8,230.0,5700.0,1,8.47067,-26.69166,2,2
0,378,0,1,0,162,1,36,50.73630750648346,19.52733353464292,193.3641041126378,3281.820520563189,1,9.08458,-24.54903,0,1
2,107,0,0,0,92,1,14,38.2,20.0,190.0,3900.0,1,9.59245,-25.70711,0,0
2,394,0,1,0,135,1,35,46.418657005888605,18.469400958779776,190.37314011777207,3459.328502944302,0,9.46819,-24.45721,0,1
1,296,0,0,0,184,1,42,47.5,14.2,209.0,4600.0,1,8.39299,-26.78733,0,2
2,133,0,1,0,136,1,2,37.5,18.5,199.0,4475.0,1,8.56708,-26.49288,0,0
2,332,0,0,0,52,1,35,43.5,15.2,213.0,4650.0,1,8.21634,-26.11046,0,2
0,44,0,1,0,38,1,15,37.0,16.9,185.0,3000.0,0,9.36392,-25.01745,0,0
0,420,0,1,0,120,1,26,50.2,18.73008783098168,199.20351323926707,3782.521957745419,1,9.4618,-24.38751,0,1
1,65,0,0,0,184,1,8,41.6,18.0,192.0,3950.0,1,8.85562,-26.09294,2,0
1,283,0,0,0,19,1,8,54.3,15.7,231.0,5650.0,1,8.49662,-26.84166,0,2
1,85,0,1,0,69,1,17,41.3,20.3,194.0,3550.0,1,9.14863,-26.09635,0,0
0,242,0,0,0,70,1,34,46.5,14.5,213.0,4400.0,0,7.90436,-25.3947,0,2
1,186,0,1,0,184,1,31,49.7,18.6,195.0,3600.0,1,9.75486,-24.31198,0,1
0,159,0,1,0,116,1,36,51.3,18.2,197.0,3750.0,1,8.63701,-24.84059,0,1
0,12,0,2,0,184,1,12,41.1,17.6,182.0,3200.0,1,7.6322,-27.01854,5,0
0,35,0,1,0,29,1,15,39.2,21.1,196.0,4150.0,1,9.15308,-25.03469,2,0
0,28,0,0,0,16,0,0,37.9,18.6,172.0,3150.0,0,8.38404,-25.19837,0,0
